"inc0"	"inc2500"	"inc5000"	"inc7500"	"inc10000"	"inc12500"	"inc15000"	"inc17500"	"inc20000"	"inc22500"	"inc25000"	"inc27500"	"inc30000"	"inc32500"	"inc35000"	"inc37500"	"inc40000"	"inc42500"	"inc45000"	"inc47500"	"inc50000"	"inc52500"	"inc55000"	"inc57500"	"inc60000"	"inc62500"	"inc65000"	"inc67500"	"inc70000"	"inc72500"	"inc75000"	"inc77500"	"inc80000"	"inc82500"	"inc85000"	"inc87500"	"inc90000"	"inc92500"	"inc95000"	"inc97500"	"inc100000"	"inc102500"	"inc105000"	"inc107500"	"inc110000"	"inc112500"	"inc115000"	"inc117500"	"inc120000"	"inc122500"	"inc125000"	"inc127500"	"inc130000"	"inc132500"	"inc135000"	"inc137500"	"inc140000"	"inc142500"	"inc145000"	"inc147500"	"inc150000"	"inc152500"	"inc155000"	"inc157500"	"inc160000"	"inc162500"	"inc165000"	"inc167500"	"inc170000"	"inc172500"	"inc175000"	"inc177500"	"inc180000"	"inc182500"	"inc185000"	"inc187500"	"inc190000"	"inc192500"	"inc195000"	"inc197500"	"inc200000"	"inc202500"	"inc205000"	"inc207500"	"inc210000"	"inc212500"	"inc215000"	"inc217500"	"inc220000"	"inc222500"	"inc225000"	"inc227500"	"inc230000"	"inc232500"	"inc235000"	"inc237500"	"inc240000"	"inc242500"	"inc245000"	"inc247500"	"inc250000"	"inc252500"	"inc255000"	"inc257500"	"inc260000"	"inc262500"	"inc265000"	"inc267500"	"inc270000"	"inc272500"	"inc275000"	"inc277500"	"inc280000"	"inc282500"	"inc285000"	"inc287500"	"inc290000"	"inc292500"	"inc295000"	"inc297500"	"inc300000"	"inc302500"	"inc305000"	"inc307500"	"inc310000"	"inc312500"	"inc315000"	"inc317500"	"inc320000"	"inc322500"	"inc325000"	"inc327500"	"inc330000"	"inc332500"	"inc335000"	"inc337500"	"inc340000"	"inc342500"	"inc345000"	"inc347500"	"inc350000"	"inc352500"	"inc355000"	"inc357500"	"inc360000"	"inc362500"	"inc365000"	"inc367500"	"inc370000"	"inc372500"	"inc375000"	"inc377500"	"inc380000"	"inc382500"	"inc385000"	"inc387500"	"inc390000"	"inc392500"	"inc395000"	"inc397500"	"inc400000"	"inc402500"	"inc405000"	"inc407500"	"inc410000"	"inc412500"	"inc415000"	"inc417500"	"inc420000"	"inc422500"	"inc425000"	"inc427500"	"inc430000"	"inc432500"	"inc435000"	"inc437500"	"inc440000"	"inc442500"	"inc445000"	"inc447500"	"inc450000"	"inc452500"	"inc455000"	"inc457500"	"inc460000"	"inc462500"	"inc465000"	"inc467500"	"inc470000"	"inc472500"	"inc475000"	"inc477500"	"inc480000"	"inc482500"	"inc485000"	"inc487500"	"inc490000"	"inc492500"	"inc495000"	"inc497500"	"inc500000"	"state"	"grp"
0	0	0	0	0	0	0	9	34	78	147	243	365	490	615	740	865	990	1115	1240	1365	1490	1615	1740	1865	1990	2115	2240	2365	2490	2615	2740	2865	2990	3115	3240	3365	3490	3615	3740	3865	3990	4115	4240	4365	4490	4615	4740	4865	4990	5115	5240	5365	5490	5615	5740	5865	5990	6115	6240	6365	6490	6615	6740	6865	6990	7115	7240	7365	7490	7615	7740	7865	7990	8115	8240	8365	8490	8615	8740	8865	8990	9115	9240	9365	9490	9615	9740	9865	9990	10115	10240	10365	10490	10615	10740	10865	10990	11115	11240	11365	11490	11615	11740	11865	11990	12115	12240	12365	12490	12615	12740	12865	12990	13115	13240	13365	13490	13615	13740	13865	13990	14115	14240	14365	14490	14615	14740	14865	14990	15115	15240	15365	15490	15615	15740	15865	15990	16115	16240	16365	16490	16615	16740	16865	16990	17115	17240	17365	17490	17615	17740	17865	17990	18115	18240	18365	18490	18615	18740	18865	18990	19115	19240	19365	19490	19615	19740	19865	19990	20115	20240	20365	20490	20615	20740	20865	20990	21115	21240	21365	21490	21615	21740	21865	21990	22115	22240	22365	22490	22615	22740	22865	22990	23115	23240	23365	23490	23615	23740	23865	"OK"	"mar1"
0	0	0	0	0	0	34	203	360	544	747	949	1152	1354	1557	1749	1940	2131	2323	2514	2705	2896	3088	3279	3470	3661	3853	4062	4287	4512	4737	4962	5187	5412	5637	5862	6087	6312	6537	6762	6987	7212	7437	7662	7887	8112	8337	8562	8787	9012	9237	9462	9687	9912	10137	10362	10587	10812	11037	11262	11487	11712	11937	12162	12387	12612	12837	13062	13287	13512	13737	13962	14187	14412	14637	14862	15087	15312	15537	15762	15987	16212	16437	16662	16887	17502	17727	17952	18177	18402	18627	18852	19077	19302	19527	19752	19977	20202	20427	20652	20877	21102	21327	21552	21777	22017	22265	22512	22760	23007	23255	23502	23750	23997	24245	24492	24740	24987	25235	25482	25730	25977	26225	26472	26720	26967	27215	27462	27710	27957	28205	28452	28700	28947	29195	29442	29690	29937	30185	30432	30680	30927	31175	31422	31670	31917	32165	32412	32660	32907	33155	33402	33650	33897	34145	34392	34640	34887	35135	35382	35630	35877	36125	36372	36620	36867	37115	37362	37610	37857	38105	38352	38600	38847	39095	39342	39590	39837	40085	40332	40580	40827	41075	41322	41570	41817	42065	42312	42560	42807	43055	43302	43550	43797	44045	44292	44540	44787	45035	45282	45530	"OR"	"mar1"
0	76	153	230	307	383	460	537	614	690	767	844	921	997	1074	1151	1228	1304	1381	1458	1535	1611	1688	1765	1842	1918	1995	2072	2149	2225	2302	2379	2456	2532	2609	2686	2763	2839	2916	2993	3070	3146	3223	3300	3377	3453	3530	3607	3684	3760	3837	3914	3991	4067	4144	4221	4298	4374	4451	4528	4605	4681	4758	4835	4912	4988	5065	5142	5219	5295	5372	5449	5526	5602	5679	5756	5833	5909	5986	6063	6140	6216	6293	6370	6447	6523	6600	6677	6754	6830	6907	6984	7061	7137	7214	7291	7368	7444	7521	7598	7675	7751	7828	7905	7982	8058	8135	8212	8289	8365	8442	8519	8596	8672	8749	8826	8903	8979	9056	9133	9210	9286	9363	9440	9517	9593	9670	9747	9824	9900	9977	10054	10131	10207	10284	10361	10438	10514	10591	10668	10745	10821	10898	10975	11052	11128	11205	11282	11359	11435	11512	11589	11666	11742	11819	11896	11973	12049	12126	12203	12280	12356	12433	12510	12587	12663	12740	12817	12894	12970	13047	13124	13201	13277	13354	13431	13508	13584	13661	13738	13815	13891	13968	14045	14122	14198	14275	14352	14429	14505	14582	14659	14736	14812	14889	14966	15043	15119	15196	15273	15350	"PA"	"mar1"
0	0	0	0	0	30	123	217	311	405	498	592	686	780	873	967	1061	1155	1248	1342	1436	1530	1623	1717	1811	1905	1998	2092	2186	2280	2398	2517	2635	2754	2873	2992	3110	3229	3348	3467	3585	3704	3823	3942	4060	4179	4298	4417	4535	4654	4773	4892	5010	5129	5248	5367	5485	5604	5723	5842	5960	6110	6260	6410	6559	6709	6859	7009	7158	7308	7458	7608	7757	7907	8057	8207	8356	8506	8656	9273	9422	9572	9722	9872	10021	10171	10321	10471	10620	10770	10920	11070	11219	11369	11519	11669	11818	11968	12118	12268	12417	12567	12717	12867	13016	13166	13316	13466	13615	13765	13915	14065	14214	14364	14514	14664	14813	14963	15113	15263	15412	15562	15712	15862	16011	16161	16311	16461	16610	16760	16910	17060	17209	17359	17509	17659	17808	17958	18108	18258	18407	18557	18707	18857	19006	19156	19306	19456	19605	19755	19905	20055	20204	20354	20504	20654	20803	20953	21103	21253	21402	21552	21702	21852	22001	22151	22301	22451	22600	22750	22900	23050	23199	23349	23499	23649	23798	23948	24098	24248	24397	24547	24697	24847	24996	25146	25296	25446	25595	25745	25895	26045	26194	26344	26494	26644	26793	26943	27093	27243	27392	"RI"	"mar1"
0	0	0	0	0	0	0	0	0	0	0	0	80	180	296	433	591	766	941	1116	1291	1466	1641	1816	1991	2166	2341	2516	2691	2866	3041	3216	3391	3566	3741	3916	4091	4266	4441	4616	4791	4966	5141	5316	5491	5666	5841	6016	6191	6366	6541	6716	6891	7066	7241	7416	7591	7766	7941	8116	8291	8466	8641	8816	8991	9166	9341	9516	9691	9866	10041	10216	10391	10566	10741	10916	11091	11266	11441	11616	11791	11966	12141	12316	12491	12666	12841	13016	13191	13366	13541	13716	13891	14066	14241	14416	14591	14766	14941	15116	15291	15466	15641	15816	15991	16166	16341	16516	16691	16866	17041	17216	17391	17566	17741	17916	18091	18266	18441	18616	18791	18966	19141	19316	19491	19666	19841	20016	20191	20366	20541	20716	20891	21066	21241	21416	21591	21766	21941	22116	22291	22466	22641	22816	22991	23166	23341	23516	23691	23866	24041	24216	24391	24566	24741	24916	25091	25266	25441	25616	25791	25966	26141	26316	26491	26666	26841	27016	27191	27366	27541	27716	27891	28066	28241	28416	28591	28766	28941	29116	29291	29466	29641	29816	29991	30166	30341	30516	30691	30866	31041	31216	31391	31566	31741	31916	32091	32266	32441	32616	32791	"SC"	"mar1"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SD"	"mar1"
0	0	150	300	450	600	750	900	1050	1200	1350	1500	1650	1800	1950	2100	2250	2400	2550	2700	2850	3000	3150	3300	3450	3600	3750	3900	4050	4200	4350	4500	4650	4800	4950	5100	5250	5400	5550	5700	5850	6000	6150	6300	6450	6600	6750	6900	7050	7200	7350	7500	7650	7800	7950	8100	8250	8400	8550	8700	8850	9000	9150	9300	9450	9600	9750	9900	10050	10200	10350	10500	10650	10800	10950	11100	11250	11400	11550	11700	11850	12000	12150	12300	12450	12600	12750	12900	13050	13200	13350	13500	13650	13800	13950	14100	14250	14400	14550	14700	14850	15000	15150	15300	15450	15600	15750	15900	16050	16200	16350	16500	16650	16800	16950	17100	17250	17400	17550	17700	17850	18000	18150	18300	18450	18600	18750	18900	19050	19200	19350	19500	19650	19800	19950	20100	20250	20400	20550	20700	20850	21000	21150	21300	21450	21600	21750	21900	22050	22200	22350	22500	22650	22800	22950	23100	23250	23400	23550	23700	23850	24000	24150	24300	24450	24600	24750	24900	25050	25200	25350	25500	25650	25800	25950	26100	26250	26400	26550	26700	26850	27000	27150	27300	27450	27600	27750	27900	28050	28200	28350	28500	28650	28800	28950	29100	29250	29400	29550	29700	29850	"TN"	"mar1"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"TX"	"mar1"
0	0	0	0	12	137	262	387	512	637	762	887	1014	1140	1267	1393	1520	1647	1773	1900	2027	2153	2280	2406	2533	2660	2786	2913	3040	3166	3293	3419	3546	3673	3799	3925	4050	4175	4300	4425	4550	4675	4800	4925	5050	5175	5300	5425	5550	5675	5800	5925	6050	6175	6300	6425	6550	6675	6800	6925	7050	7175	7300	7425	7550	7675	7800	7925	8050	8175	8300	8425	8550	8675	8800	8925	9050	9175	9300	9425	9550	9675	9800	9925	10050	10175	10300	10425	10550	10675	10800	10925	11050	11175	11300	11425	11550	11675	11800	11925	12050	12175	12300	12425	12550	12675	12800	12925	13050	13175	13300	13425	13550	13675	13800	13925	14050	14175	14300	14425	14550	14675	14800	14925	15050	15175	15300	15425	15550	15675	15800	15925	16050	16175	16300	16425	16550	16675	16800	16925	17050	17175	17300	17425	17550	17675	17800	17925	18050	18175	18300	18425	18550	18675	18800	18925	19050	19175	19300	19425	19550	19675	19800	19925	20050	20175	20300	20425	20550	20675	20800	20925	21050	21175	21300	21425	21550	21675	21800	21925	22050	22175	22300	22425	22550	22675	22800	22925	23050	23175	23300	23425	23550	23675	23800	23925	24050	24175	24300	24425	24550	"UT"	"mar1"
0	0	0	0	0	0	0	0	0	0	8	97	186	275	363	452	541	630	718	807	896	985	1073	1162	1251	1340	1428	1517	1606	1695	1783	1872	1961	2050	2138	2227	2316	2405	2505	2675	2845	3015	3185	3355	3525	3695	3865	4035	4205	4375	4545	4715	4885	5055	5225	5395	5565	5735	5905	6075	6245	6415	6585	6755	6925	7095	7265	7435	7605	7775	7945	8115	8285	8455	8625	8818	9013	9208	9403	9598	9793	9988	10183	10378	10573	10768	10963	11158	11353	11548	11743	11938	12133	12328	12523	12718	12913	13108	13303	13498	13693	13888	14083	14278	14473	14668	14865	15085	15305	15525	15745	15965	16185	16405	16625	16845	17065	17285	17505	17725	17945	18165	18385	18605	18825	19045	19265	19485	19705	19925	20145	20365	20585	20805	21025	21245	21465	21685	21905	22125	22345	22565	22785	23005	23225	23445	23665	23885	24105	24325	24545	24765	24985	25205	25425	25645	25865	26085	26305	26525	26745	26965	27185	27405	27625	27845	28065	28285	28505	28725	28945	29165	29385	29605	29825	30045	30265	30485	30705	30927	31150	31374	31598	31822	32045	32269	32493	32717	32940	33164	33388	33612	33835	34059	34283	34507	34730	34954	35178	35402	35625	"VT"	"mar1"
0	0	0	0	24	81	180	305	430	555	680	818	962	1105	1249	1393	1537	1680	1824	1968	2112	2255	2399	2543	2687	2830	2974	3118	3262	3405	3549	3693	3837	3980	4124	4268	4412	4555	4699	4843	4987	5130	5274	5418	5562	5705	5849	5993	6137	6280	6424	6568	6712	6855	6999	7143	7287	7430	7574	7718	7862	8005	8149	8293	8437	8580	8724	8868	9012	9155	9299	9443	9587	9730	9874	10018	10162	10305	10449	10593	10737	10880	11024	11168	11312	11455	11599	11743	11887	12030	12174	12318	12462	12605	12749	12893	13037	13180	13324	13468	13612	13755	13899	14043	14187	14330	14474	14618	14762	14905	15049	15193	15337	15480	15624	15768	15912	16055	16199	16343	16487	16630	16774	16918	17062	17205	17349	17493	17637	17780	17924	18068	18212	18355	18499	18643	18787	18930	19074	19218	19362	19505	19649	19793	19937	20080	20224	20368	20512	20655	20799	20943	21087	21230	21374	21518	21662	21805	21949	22093	22237	22380	22524	22668	22812	22955	23099	23243	23387	23530	23674	23818	23962	24105	24249	24393	24537	24680	24824	24968	25112	25255	25399	25543	25687	25830	25974	26118	26262	26405	26549	26693	26837	26980	27124	27268	27412	27555	27699	27843	27987	"VA"	"mar1"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"WA"	"mar1"
0	0	0	45	120	195	270	360	460	560	660	760	860	967	1080	1192	1305	1417	1530	1665	1815	1965	2115	2265	2415	2565	2715	2872	3035	3197	3360	3522	3685	3847	4010	4172	4335	4497	4660	4822	4985	5147	5310	5472	5635	5797	5960	6122	6285	6447	6610	6772	6935	7097	7260	7422	7585	7747	7910	8072	8235	8397	8560	8722	8885	9047	9210	9372	9535	9697	9860	10022	10185	10347	10510	10672	10835	10997	11160	11322	11485	11647	11810	11972	12135	12297	12460	12622	12785	12947	13110	13272	13435	13597	13760	13922	14085	14247	14410	14572	14735	14897	15060	15222	15385	15547	15710	15872	16035	16197	16360	16522	16685	16847	17010	17172	17335	17497	17660	17822	17985	18147	18310	18472	18635	18797	18960	19122	19285	19447	19610	19772	19935	20097	20260	20422	20585	20747	20910	21072	21235	21397	21560	21722	21885	22047	22210	22372	22535	22697	22860	23022	23185	23347	23510	23672	23835	23997	24160	24322	24485	24647	24810	24972	25135	25297	25460	25622	25785	25947	26110	26272	26435	26597	26760	26922	27085	27247	27410	27572	27735	27897	28060	28222	28385	28547	28710	28872	29035	29197	29360	29522	29685	29847	30010	30172	30335	30497	30660	30822	30985	"WV"	"mar1"
0	0	0	0	0	0	0	0	0	64	184	304	423	543	696	870	1045	1220	1395	1578	1766	1954	2141	2329	2517	2705	2892	3080	3268	3456	3643	3831	4019	4207	4394	4582	4770	4958	5145	5333	5521	5709	5896	6084	6272	6460	6647	6835	6992	7148	7305	7462	7619	7775	7932	8089	8246	8402	8559	8716	8873	9029	9186	9343	9500	9656	9813	9970	10127	10283	10440	10597	10754	10910	11067	11224	11381	11537	11694	11851	12008	12164	12321	12478	12635	12791	12948	13105	13262	13418	13575	13732	13889	14045	14202	14359	14516	14672	14829	14986	15143	15299	15456	15613	15770	15926	16083	16240	16397	16553	16710	16867	17024	17180	17337	17494	17651	17807	17964	18121	18278	18434	18591	18748	18905	19061	19218	19375	19532	19688	19845	20002	20180	20372	20563	20754	20945	21137	21328	21519	21710	21902	22093	22284	22475	22667	22858	23049	23240	23432	23623	23814	24005	24197	24388	24579	24770	24962	25153	25344	25535	25727	25918	26109	26300	26492	26683	26874	27065	27257	27448	27639	27830	28022	28213	28404	28595	28787	28978	29169	29360	29552	29743	29934	30125	30317	30508	30699	30890	31082	31273	31464	31655	31847	32038	32229	32420	32612	32803	32994	33185	"WI"	"mar1"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"WY"	"mar1"
0	0	0	0	0	0	53	153	253	353	479	629	779	929	1079	1229	1379	1529	1679	1829	1979	2129	2286	2448	2611	2773	2936	3098	3261	3423	3612	3825	4037	4250	4462	4675	4887	5100	5312	5525	5737	5950	6162	6375	6587	6800	7012	7225	7437	7650	7862	8075	8287	8500	8712	8925	9137	9350	9562	9775	9987	10200	10412	10625	10837	11050	11265	11484	11702	11921	12139	12358	12577	12795	13014	13232	13451	13669	13888	14106	14325	14543	14762	14980	15199	15417	15636	15855	16073	16292	16510	16729	16947	17166	17384	17603	17821	18040	18258	18477	18696	18914	19133	19351	19570	19788	20007	20225	20444	20662	20881	21099	21318	21536	21755	21974	22192	22411	22629	22848	23066	23285	23503	23722	23940	24159	24377	24596	24814	25033	25252	25470	25689	25907	26126	26344	26563	26781	27000	27218	27437	27655	27874	28093	28316	28541	28766	28991	29216	29441	29666	29891	30116	30340	30565	30790	31015	31240	31465	31690	31915	32140	32365	32590	32815	33040	33265	33490	33715	33940	34165	34390	34615	34840	35065	35290	35515	35740	35965	36189	36414	36639	36864	37089	37314	37539	37764	37989	38214	38439	38664	38889	39114	39339	39564	39789	40014	40239	40464	40689	40914	"DC"	"mar1"
0	0	0	50	160	285	407	519	682	799	914	1027	1141	1247	1353	1459	1566	1672	1778	1884	1991	2095	2188	2282	2376	2470	2563	2657	2751	2845	2938	3032	3126	3220	3313	3407	3501	3595	3688	3782	3896	3990	4083	4174	4264	4354	4444	4534	4624	4714	4804	4894	4984	5074	5164	5254	5344	5434	5524	5614	5704	5794	5884	5974	6064	6154	6244	6334	6424	6514	6604	6694	6784	6874	6964	7054	7144	7234	7324	7414	7504	7594	7683	7767	7851	7934	8018	8102	8186	8269	8353	8437	8521	8604	8688	8772	8856	8939	9023	9107	9191	9274	9358	9442	9526	9609	9693	9777	9861	9944	10028	10112	10196	10279	10363	10447	10531	10614	10698	10782	10866	10949	11033	11117	11201	11284	11368	11452	11536	11619	11703	11787	11871	11954	12038	12122	12206	12289	12373	12457	12541	12624	12708	12792	12876	12959	13043	13127	13211	13294	13378	13462	13546	13629	13713	13797	13881	13964	14048	14132	14216	14299	14383	14467	14551	14634	14718	14802	14886	14969	15053	15137	15189	15270	15351	15432	15514	15595	15676	15757	15839	15920	16001	16082	16164	16245	16326	16407	16489	16570	16651	16732	16814	16895	16976	17057	17139	17220	17301	17382	17464	"AL"	"sgl2"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"AK"	"sgl2"
0	0	0	0	0	28	93	158	222	290	362	434	506	578	650	728	812	896	980	1064	1148	1232	1316	1400	1484	1578	1684	1790	1896	2002	2108	2214	2320	2426	2532	2638	2744	2850	2956	3062	3168	3274	3380	3486	3592	3698	3804	3910	4016	4122	4228	4334	4440	4546	4652	4758	4864	4970	5076	5182	5288	5394	5500	5606	5712	5821	5934	6048	6161	6275	6388	6502	6615	6729	6842	6956	7069	7183	7296	7410	7523	7637	7750	7864	7977	8091	8204	8318	8431	8545	8658	8772	8885	8999	9112	9226	9339	9453	9566	9680	9793	9907	10020	10134	10247	10361	10474	10588	10701	10815	10928	11042	11155	11269	11382	11496	11609	11723	11836	11950	12063	12177	12290	12404	12517	12631	12744	12858	12971	13085	13198	13312	13425	13539	13652	13766	13879	13993	14106	14220	14333	14447	14560	14674	14787	14901	15014	15128	15241	15355	15468	15582	15695	15809	15922	16036	16149	16263	16376	16490	16603	16717	16830	16944	17057	17171	17284	17398	17511	17625	17738	17852	17965	18079	18192	18306	18419	18533	18646	18760	18873	18987	19100	19214	19327	19441	19554	19668	19781	19895	20008	20122	20235	20349	20462	20576	20689	20803	20916	21030	21143	"AZ"	"sgl2"
0	0	0	0	44	123	210	320	430	540	696	846	996	1146	1296	1446	1596	1746	1896	2046	2196	2346	2496	2646	2796	2946	3096	3246	3396	3546	3696	4208	4380	4553	4725	4898	5070	5243	5415	5588	5760	5933	6105	6278	6450	6623	6795	6968	7140	7313	7485	7658	7830	8003	8175	8348	8520	8693	8865	9038	9210	9383	9555	9728	9900	10073	10245	10418	10590	10763	10935	11108	11280	11453	11625	11798	11970	12143	12315	12488	12660	12833	13005	13178	13350	13523	13695	13868	14040	14213	14385	14558	14730	14903	15075	15248	15420	15593	15765	15938	16110	16283	16455	16628	16800	16973	17145	17318	17490	17663	17835	18008	18180	18353	18525	18698	18870	19043	19215	19388	19560	19733	19905	20078	20250	20423	20595	20768	20940	21113	21285	21458	21630	21803	21975	22148	22320	22493	22665	22838	23010	23183	23355	23528	23700	23873	24045	24218	24390	24563	24735	24908	25080	25253	25425	25598	25770	25943	26115	26288	26460	26633	26805	26978	27150	27323	27495	27668	27840	28013	28185	28358	28530	28703	28875	29048	29220	29393	29565	29738	29910	30083	30255	30428	30600	30773	30945	31118	31290	31463	31635	31808	31980	32153	32325	32498	32670	32843	33015	33188	33360	"AR"	"sgl2"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	186	336	486	639	839	1039	1239	1439	1664	1897	2129	2362	2594	2827	3059	3292	3524	3757	3989	4222	4454	4687	4919	5152	5384	5617	5849	6082	6314	6547	6779	7012	7244	7477	7709	7942	8174	8407	8639	8872	9104	9337	9569	9802	10034	10267	10499	10732	10964	11197	11429	11662	11894	12127	12359	12592	12824	13057	13289	13522	13760	13999	14237	14476	14714	14953	15191	15430	15668	15907	16145	16384	16622	16861	17099	17338	17576	17815	18048	18281	18513	18746	18978	19211	19443	19676	19908	20141	20373	20606	20838	21071	21306	21563	21821	22078	22336	22593	22851	23108	23366	23623	23881	24138	24396	24653	24911	25168	25426	25683	25941	26198	26456	26714	26997	27279	27562	27844	28127	28409	28692	28974	29257	29539	29822	30104	30387	30669	30952	31234	31517	31799	32082	32364	32647	32929	33212	33494	33777	34059	34342	34624	34907	35189	35472	35754	36037	36319	36602	36884	37167	37449	37732	38014	38297	38579	38862	39144	39427	39709	39992	40274	40557	40839	41122	41404	41687	41969	42252	42534	42817	43099	43382	43664	43947	44229	44512	44794	45077	45359	45642	45924	46207	46489	46772	47054	"CA"	"sgl2"
0	0	0	0	0	0	27	143	259	375	490	606	722	838	953	1069	1185	1301	1416	1532	1648	1764	1879	1995	2111	2227	2342	2458	2574	2690	2805	2921	3037	3153	3268	3384	3500	3616	3731	3847	3963	4079	4194	4310	4426	4542	4657	4773	4889	5005	5120	5236	5352	5468	5583	5699	5815	5931	6046	6162	6278	6394	6509	6625	6741	6857	6972	7088	7204	7320	7435	7551	7667	7783	7898	8014	8130	8246	8361	8477	8593	8709	8824	8940	9056	9172	9287	9403	9519	9635	9750	9866	9982	10098	10213	10329	10445	10561	10676	10792	10908	11024	11139	11255	11371	11487	11602	11718	11834	11950	12065	12181	12297	12413	12528	12644	12760	12876	12991	13107	13223	13339	13454	13570	13686	13802	13917	14033	14149	14265	14380	14496	14612	14728	14843	14959	15075	15191	15306	15422	15538	15654	15769	15885	16001	16117	16232	16348	16464	16580	16695	16811	16927	17043	17158	17274	17390	17506	17621	17737	17853	17969	18084	18200	18316	18432	18547	18663	18779	18895	19010	19126	19242	19358	19473	19589	19705	19821	19936	20052	20168	20284	20399	20515	20631	20747	20862	20978	21094	21210	21325	21441	21557	21673	21788	21904	22020	22136	22251	22367	22483	"CO"	"sgl2"
